ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2206	"PAXIP1-AS2"	"PAXIP1-AS2"	chr7	+	154947730	154948090	154947730	154947773	154947897	154948090	2206	4,0,0	0,0,0	0,0,6	6,0,0	138	69	1	1.0	1.0,NA,NA	0.0,NA,1.0	0.5
2207	"TMEM87B"	"TMEM87B"	chr2	+	112097054	112097291	112097054	112097152	112097232	112097291	2207	0,0,51	15,0,114	0,13,26	19,54,88	138	69	1	1.0	0.0,NA,0.183	0.0,0.107,0.129	0.013
2208	"SPPL2B"	"SPPL2B"	chr19	+	2339826	2340172	2339826	2339966	2340075	2340172	2208	0,0,2	0,0,13	0,2,0	0,7,12	138	69	1	1.0	NA,NA,0.071	NA,0.125,0.0	0.008
2210	"LOC730268"	"LOC730268"	chr2	+	87714047	87714245	87714047	87714084	87714178	87714245	2210	4,0,41	38,0,130	4,11,13	15,52,56	138	69	1	1.0	0.05,NA,0.136	0.118,0.096,0.104	-0.013
2212	"MAT2B"	"MAT2B"	chr5	+	163513567	163513994	163513567	163513669	163513841	163513994	2212	0,0,21	19,0,387	4,22,12	65,296,126	138	69	1	1.0	0.0,NA,0.026	0.03,0.036,0.045	-0.024
2213	"CLIP2"	"CLIP2"	chr7	+	74401504	74401884	74401504	74401567	74401778	74401884	2213	2,0,65	0,0,2	0,24,51	0,0,0	138	69	1	1.0	1.0,NA,0.942	NA,1.0,1.0	-0.029
2214	"LRRK2"	"LRRK2"	chr12	+	40274658	40274993	40274658	40274727	40274853	40274993	2214	0,0,0	0,0,5	0,2,0	1,1,3	138	69	1	1.0	NA,NA,0.0	0.0,0.5,0.0	-0.167
2216	"PMS2P1"	"PMS2P1"	chr7	-	100330234	100330549	100330234	100330284	100330462	100330549	2216	2,0,4	30,0,88	0,3,11	16,59,35	138	69	1	1.0	0.032,NA,0.022	0.0,0.025,0.136	-0.027
2217	"OSTM1"	"OSTM1"	chr6	-	108049252	108049567	108049252	108049418	108049531	108049567	2217	0,0,5	0,0,0	0,3,5	0,1,0	138	69	1	1.0	NA,NA,1.0	NA,0.6,1.0	0.2
2218	"SMCHD1"	"SMCHD1"	chr18	+	2673016	2673363	2673016	2673194	2673280	2673363	2218	10,0,2	0,0,2	0,2,15	0,1,6	138	69	1	1.0	1.0,NA,0.333	NA,0.5,0.556	0.138
2220	"SMCHD1"	"SMCHD1"	chr18	+	2763636	2764106	2763636	2763789	2764033	2764106	2220	0,0,0	16,0,0	0,0,8	0,0,0	138	69	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
2221	"SMCHD1"	"SMCHD1"	chr18	+	2763636	2764106	2763636	2763789	2764068	2764106	2221	0,0,0	0,0,1	0,1,8	0,0,0	138	69	1	1.0	NA,NA,0.0	NA,1.0,1.0	-1.0
2223	"RNF212B"	"RNF212B"	chr14	+	23264622	23265056	23264622	23264671	23264841	23265056	2223	0,0,1	0,0,0	0,0,0	0,0,1	138	69	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
2224	"PMS2P3"	"PMS2P3"	chr7	-	75512393	75512675	75512393	75512421	75512588	75512675	2224	0,0,0	0,0,21	0,2,3	8,12,9	138	69	1	1.0	NA,NA,0.0	0.0,0.077,0.143	-0.073
2225	"NSUN5P1"	"NSUN5P1"	chr7	+	75415591	75416191	75415591	75415770	75415980	75416191	2225	0,0,0	0,0,1	0,3,5	0,0,2	138	69	1	1.0	NA,NA,0.0	NA,1.0,0.556	-0.778
2226	"ARMH3"	"ARMH3"	chr10	-	102023476	102023824	102023476	102023563	102023674	102023824	2226	0,0,10	12,0,46	0,6,6	23,21,44	138	69	1	1.0	0.0,NA,0.098	0.0,0.125,0.064	-0.014
2228	"PMS2P4"	"PMS2P4"	chr7	-	67296936	67297303	67296936	67297049	67297216	67297303	2228	0,0,0	0,0,2	0,0,1	0,2,0	138	69	1	1.0	NA,NA,0.0	NA,0.0,1.0	-0.5
2229	"CCT6P3"	"CCT6P3"	chr7	+	65068455	65068813	65068455	65068610	65068708	65068813	2229	0,0,11	0,0,85	4,0,6	9,19,11	138	69	1	1.0	NA,NA,0.061	0.182,0.0,0.214	-0.071
2230	"RNF44"	"RNF44"	chr5	-	176530581	176530880	176530581	176530743	176530847	176530880	2230	0,0,8	2,0,89	0,2,0	30,32,21	138	69	1	1.0	0.0,NA,0.043	0.0,0.03,0.0	0.011
2231	"IRAK3"	"IRAK3"	chr12	+	66244562	66245010	66244562	66244684	66244947	66245010	2231	0,0,4	8,0,28	0,4,4	9,22,42	138	69	1	1.0	0.0,NA,0.067	0.0,0.083,0.045	-0.009
2232	"SRRM2"	"SRRM2"	chr16	+	2758987	2759172	2758987	2759047	2759139	2759172	2232	0,0,1	67,6,72	0,2,3	7,54,59	138	69	0.534384398601	1.0	0.0,0.0,0.007	0.0,0.018,0.025	-0.012
2233	"SRRM2"	"SRRM2"	chr16	+	2758987	2759402	2758987	2759172	2759351	2759402	2233	0,0,11	65,6,61	0,12,15	7,40,49	138	69	0.00133604232746	0.25372135472342777	0.0,0.0,0.083	0.0,0.13,0.133	-0.06
2234	"SRRM2"	"SRRM2"	chr16	+	2759568	2760008	2759568	2759661	2759746	2760008	2234	0,0,1	0,6,6	0,3,9	0,6,14	138	69	1	1.0	NA,0.0,0.077	NA,0.2,0.243	-0.183
2235	"DPY19L1P1"	"DPY19L1P1"	chr7	-	32716717	32717192	32716717	32716809	32717100	32717192	2235	0,0,0	0,0,1	5,4,0	0,1,0	138	69	1	1.0	NA,NA,0.0	1.0,0.667,NA	-0.834
2238	"UBE2D2"	"UBE2D2"	chr5	+	139614574	139614774	139614574	139614617	139614696	139614774	2238	0,0,17	27,0,177	6,8,25	46,91,177	138	69	1	1.0	0.0,NA,0.046	0.061,0.042,0.066	-0.033
2239	"UBE2D2"	"UBE2D2"	chr5	+	139614574	139614966	139614574	139614617	139614860	139614966	2239	0,0,19	0,0,2	8,14,31	0,0,0	138	69	1	1.0	NA,NA,0.826	1.0,1.0,1.0	-0.174
2240	"UBE2D2"	"UBE2D2"	chr5	+	139614574	139614966	139614574	139614774	139614860	139614966	2240	0,0,34	72,14,260	12,26,38	112,210,315	138	69	0.234184717511	1.0	0.0,0.0,0.061	0.051,0.058,0.057	-0.035
2241	"SELP"	"SELP"	chr1	-	169609346	169609689	169609346	169609411	169609503	169609689	2241	0,0,84	0,0,2	0,53,26	0,1,0	138	69	1	1.0	NA,NA,0.955	NA,0.964,1.0	-0.027
2242	"AMMECR1"	"AMMECR1"	chrX	-	110317598	110318085	110317598	110317849	110317923	110318085	2242	0,0,24	0,0,1	2,7,14	0,2,0	138	69	1	1.0	NA,NA,0.923	1.0,0.636,1.0	0.044
2243	"GK"	"GK"	chrX	+	30700417	30700905	30700417	30700449	30700837	30700905	2243	0,0,2	34,0,125	0,2,4	39,121,131	138	69	1	1.0	0.0,NA,0.008	0.0,0.008,0.015	-0.004
2244	"GK"	"GK"	chrX	+	30720671	30720995	30720671	30720741	30720851	30720995	2244	0,0,4	23,0,228	0,4,7	27,115,107	138	69	1	1.0	0.0,NA,0.009	0.0,0.017,0.032	-0.012
2245	"RBBP7"	"RBBP7"	chrX	-	16852045	16852517	16852045	16852122	16852415	16852517	2245	0,0,12	0,0,3	0,8,14	0,1,0	138	69	1	1.0	NA,NA,0.667	NA,0.8,1.0	-0.233
2246	"RBBP7"	"RBBP7"	chrX	-	16852415	16852875	16852415	16852517	16852748	16852875	2246	0,0,1	0,0,1	0,1,3	0,0,1	138	69	1	1.0	NA,NA,0.333	NA,1.0,0.6	-0.467
2247	"RBBP7"	"RBBP7"	chrX	-	16852415	16852875	16852415	16852550	16852748	16852875	2247	0,0,5	0,0,2	0,2,3	0,0,0	138	69	1	1.0	NA,NA,0.556	NA,1.0,1.0	-0.444
2248	"RBBP7"	"RBBP7"	chrX	-	16852415	16852875	16852415	16852628	16852748	16852875	2248	0,0,4	20,24,105	4,1,8	14,51,90	138	69	0.0151951017563	0.9767986358745825	0.0,0.0,0.019	0.125,0.01,0.043	-0.053
2249	"PFAS"	"PFAS"	chr17	+	8253879	8254301	8253879	8254079	8254165	8254301	2249	0,0,1	0,0,0	0,0,0	0,4,2	138	69	1	1.0	NA,NA,1.0	NA,0.0,0.0	1.0
2250	"CDK16"	"CDK16"	chrX	+	47227159	47227469	47227159	47227223	47227378	47227469	2250	0,0,9	6,0,170	0,0,2	0,31,60	138	69	1	1.0	0.0,NA,0.026	NA,0.0,0.016	0.005
2251	"LOC101927021"	"LOC101927021"	chr7	+	1162351	1162728	1162351	1162543	1162634	1162728	2251	0,0,5	0,0,1	0,5,3	0,0,1	138	69	1	1.0	NA,NA,0.714	NA,1.0,0.6	-0.086
2252	"LOC101927021"	"LOC101927021"	chr7	+	1162351	1162728	1162351	1162543	1162684	1162728	2252	0,0,7	0,0,2	0,5,3	0,1,3	138	69	1	1.0	NA,NA,0.636	NA,0.714,0.333	0.113
2253	"BCL2L2-PABPN1"	"BCL2L2-PABPN1"	chr14	+	23323964	23324328	23323964	23324052	23324137	23324328	2253	0,0,77	41,0,724	8,28,35	38,275,230	138	69	1	1.0	0.0,NA,0.05	0.095,0.048,0.071	-0.046
2254	"BCL2L2-PABPN1"	"BCL2L2-PABPN1"	chr14	+	23323964	23324328	23323964	23324052	23324160	23324328	2254	8,0,12	0,0,1	8,13,22	0,1,1	138	69	1	1.0	1.0,NA,0.857	1.0,0.867,0.917	0.001
2255	"LAMB2"	"LAMB2"	chr3	-	49121432	49121854	49121432	49121592	49121683	49121854	2255	0,0,2	0,0,76	0,3,6	0,27,26	138	69	1	1.0	NA,NA,0.013	NA,0.053,0.103	-0.065
2256	"CDC16"	"CDC16"	chr13	+	114236644	114236906	114236644	114236699	114236798	114236906	2256	2,0,7	10,0,110	4,1,12	11,47,64	138	69	1	1.0	0.091,NA,0.031	0.154,0.011,0.086	-0.023
2257	"CDC16"	"CDC16"	chr13	+	114236644	114236906	114236644	114236699	114236801	114236906	2257	10,0,11	0,0,13	4,5,15	2,5,14	138	69	1	1.0	1.0,NA,0.297	0.5,0.333,0.349	0.255
2258	"CDC16"	"CDC16"	chr13	+	114272277	114272726	114272277	114272481	114272563	114272726	2258	42,0,238	22,0,1	61,151,155	2,1,9	138	69	1	1.0	0.488,NA,0.992	0.938,0.987,0.896	-0.2
2259	"NDUFB10"	"NDUFB10"	chr16	+	1961152	1961611	1961152	1961291	1961496	1961611	2259	0,12,19	14,8,204	2,11,10	28,107,77	138	69	0.228565413005	1.0	0.0,0.429,0.044	0.034,0.049,0.061	0.11
2260	"NDUFB10"	"NDUFB10"	chr16	+	1961152	1961611	1961152	1961291	1961530	1961611	2260	0,0,7	0,0,1	0,5,3	0,2,0	138	69	1	1.0	NA,NA,0.778	NA,0.556,1.0	0.0
2261	"NDUFB10"	"NDUFB10"	chr16	+	1961530	1961975	1961530	1961611	1961796	1961975	2261	12,0,93	0,0,0	26,56,79	4,1,3	138	69	1	1.0	1.0,NA,1.0	0.765,0.966,0.929	0.113
2262	"NDUFB10"	"NDUFB10"	chr16	+	1961530	1961975	1961530	1961636	1961796	1961975	2262	12,0,224	4,0,55	29,131,113	38,60,48	138	69	1	1.0	0.6,NA,0.671	0.276,0.522,0.541	0.189
2263	"CAMK1"	"CAMK1"	chr3	-	9765758	9766213	9765758	9765890	9766124	9766213	2263	0,0,1	0,0,0	0,0,3	0,3,4	138	69	1	1.0	NA,NA,1.0	NA,0.0,0.273	0.863
2264	"RPN1"	"RPN1"	chr3	-	128644534	128644983	128644534	128644583	128644918	128644983	2264	8,0,1	0,0,1	3,0,3	0,0,0	138	69	1	1.0	1.0,NA,0.333	1.0,NA,1.0	-0.334
2265	"RPN1"	"RPN1"	chr3	-	128644534	128644983	128644534	128644646	128644918	128644983	2265	4,0,1	0,0,4	3,0,1	0,2,5	138	69	1	1.0	1.0,NA,0.111	1.0,0.0,0.091	0.192
2266	"RPN1"	"RPN1"	chr3	-	128644534	128644983	128644534	128644650	128644918	128644983	2266	0,0,1	0,0,3	3,0,1	0,0,2	138	69	1	1.0	NA,NA,0.143	1.0,NA,0.2	-0.457
2267	"BECN1"	"BECN1"	chr17	-	42815670	42816054	42815670	42815772	42815907	42816054	2267	7,0,116	4,0,1	0,50,49	0,1,0	138	69	1	1.0	0.467,NA,0.983	NA,0.962,1.0	-0.256
2268	"BECN1"	"BECN1"	chr17	-	42818220	42818644	42818220	42818415	42818543	42818644	2268	0,0,23	55,0,335	0,21,37	97,210,300	138	69	1	1.0	0.0,NA,0.033	0.0,0.048,0.058	-0.019
2269	"BECN1"	"BECN1"	chr17	-	42818786	42819096	42818786	42818877	42819027	42819096	2269	6,0,41	0,0,1	1,30,37	0,0,0	138	69	1	1.0	1.0,NA,0.953	1.0,1.0,1.0	-0.024
2270	"MBD6"	"MBD6"	chr12	+	57524629	57525115	57524629	57524822	57524952	57525115	2270	0,0,24	22,0,173	0,18,21	25,68,82	138	69	1	1.0	0.0,NA,0.065	0.0,0.117,0.114	-0.044
2271	"INO80B"	"INO80B"	chr2	+	74455801	74456272	74455801	74455936	74456102	74456272	2271	0,0,0	0,0,8	0,1,2	0,14,10	138	69	1	1.0	NA,NA,0.0	NA,0.034,0.091	-0.062
2273	"C12orf75"	"C12orf75"	chr12	+	105365806	105365969	105365806	105365842	105365933	105365969	2273	0,0,75	0,0,1	7,8,30	0,0,0	138	69	1	1.0	NA,NA,0.974	1.0,1.0,1.0	-0.026
2274	"TATDN2"	"TATDN2"	chr3	+	10278278	10278760	10278278	10278462	10278663	10278760	2274	0,0,1	0,0,9	0,3,3	0,1,11	138	69	1	1.0	NA,NA,0.053	NA,0.6,0.12	-0.307
2275	"TATDN2"	"TATDN2"	chr3	+	10278663	10279063	10278663	10278760	10278884	10279063	2275	0,10,0	10,0,5	0,0,2	0,3,9	138	69	1	1.0	0.0,1.0,0.0	NA,0.0,0.1	0.283
2276	"TMEM63A"	"TMEM63A"	chr1	-	225856651	225857084	225856651	225856738	225856910	225857084	2276	0,0,5	2,0,204	5,1,10	3,60,92	138	69	1	1.0	0.0,NA,0.012	0.455,0.008,0.052	-0.166
2277	"TMEM63A"	"TMEM63A"	chr1	-	225862211	225862578	225862211	225862347	225862454	225862578	2277	0,0,17	0,0,0	5,14,14	0,3,0	138	69	1	1.0	NA,NA,1.0	1.0,0.7,1.0	0.1
2278	"TMEM63A"	"TMEM63A"	chr1	-	225862211	225862578	225862211	225862351	225862454	225862578	2278	0,0,53	35,0,383	5,22,37	35,150,242	138	69	1	1.0	0.0,NA,0.065	0.067,0.068,0.071	-0.036
2279	"ANKRD12"	"ANKRD12"	chr18	+	9204475	9204910	9204475	9204544	9204707	9204910	2279	1,0,6	0,0,8	0,5,5	0,0,1	138	69	1	1.0	1.0,NA,0.273	NA,1.0,0.714	-0.22
2280	"ERMAP"	"ERMAP"	chr1	+	42817121	42817550	42817121	42817253	42817533	42817550	2280	25,0,105	0,0,15	0,33,36	0,8,5	138	69	1	1.0	1.0,NA,0.778	NA,0.673,0.783	0.161
2281	"ERMAP"	"ERMAP"	chr1	+	42830221	42830533	42830221	42830298	42830443	42830533	2281	0,0,3	0,0,0	0,1,0	0,2,0	138	69	1	1.0	NA,NA,1.0	NA,0.2,NA	0.8
2282	"ERMAP"	"ERMAP"	chr1	+	42840117	42840296	42840117	42840178	42840269	42840296	2282	0,0,3	24,0,38	0,0,2	5,30,37	138	69	1	1.0	0.0,NA,0.038	0.0,0.0,0.026	0.01
2283	"RUVBL2"	"RUVBL2"	chr19	+	49007056	49007368	49007056	49007147	49007301	49007368	2283	0,0,0	0,0,15	0,1,5	1,13,22	138	69	1	1.0	NA,NA,0.0	0.0,0.037,0.102	-0.046
2284	"DGCR8"	"DGCR8"	chr22	+	20106176	20106674	20106176	20106277	20106591	20106674	2284	0,0,0	0,0,14	0,0,1	0,3,3	138	69	1	1.0	NA,NA,0.0	NA,0.0,0.143	-0.071
2285	"ATP6AP1"	"ATP6AP1"	chrX	+	154431519	154431904	154431519	154431657	154431829	154431904	2285	0,0,6	0,0,1	4,0,3	0,0,3	138	69	1	1.0	NA,NA,0.75	1.0,NA,0.333	0.084
2286	"GFI1B"	"GFI1B"	chr9	+	132987281	132987744	132987281	132987419	132987609	132987744	2286	3,0,74	8,0,6	7,71,76	10,2,3	138	69	1	1.0	0.158,NA,0.86	0.259,0.947,0.927	-0.202
2288	"UPF1"	"UPF1"	chr19	+	18854564	18855038	18854564	18854709	18854878	18855038	2288	8,0,15	3,0,128	3,23,8	13,60,74	138	69	1	1.0	0.571,NA,0.055	0.103,0.161,0.051	0.208
2289	"ACTR10"	"ACTR10"	chr14	+	58223600	58223856	58223600	58223701	58223782	58223856	2289	8,0,124	23,0,437	18,36,36	56,149,155	138	69	1	1.0	0.148,NA,0.124	0.138,0.108,0.104	0.019
2290	"PPID"	"PPID"	chr4	-	158715296	158715668	158715296	158715403	158715561	158715668	2290	0,0,0	0,0,42	0,3,3	0,26,14	138	69	1	1.0	NA,NA,0.0	NA,0.055,0.097	-0.076
2291	"IGF2BP3"	"IGF2BP3"	chr7	-	23345939	23346216	23345939	23346062	23346158	23346216	2291	4,0,129	0,0,0	15,58,79	2,0,2	138	69	1	1.0	1.0,NA,1.0	0.789,1.0,0.952	0.086
2292	"SART1"	"SART1"	chr11	+	65965050	65965447	65965050	65965218	65965341	65965447	2292	3,0,0	21,0,21	0,1,2	4,3,5	138	69	1	1.0	0.067,NA,0.0	0.0,0.143,0.167	-0.07
2293	"RPS21"	"RPS21"	chr20	+	62387610	62387858	62387610	62387674	62387842	62387858	2293	34,0,19	301,24,105	20,18,20	291,221,264	138	69	0.0314041562765	1.0	0.053,0.0,0.083	0.033,0.039,0.036	0.009
2294	"ST3GAL1"	"ST3GAL1"	chr8	-	133464777	133465093	133464777	133464957	133465064	133465093	2294	0,0,12	0,0,2	0,7,8	0,0,1	138	69	1	1.0	NA,NA,0.75	NA,1.0,0.8	-0.15
2295	"ST3GAL1"	"ST3GAL1"	chr8	-	133464777	133465093	133464777	133464957	133465068	133465093	2295	0,0,12	0,0,0	0,7,9	0,1,0	138	69	1	1.0	NA,NA,1.0	NA,0.778,1.0	0.111
2296	"PPP2R2D"	"PPP2R2D"	chr10	+	131943967	131944145	131943967	131943997	131944094	131944145	2296	76,0,384	0,0,0	48,267,305	2,1,2	138	69	1	1.0	1.0,NA,1.0	0.923,0.993,0.987	0.032
2297	"APPL2"	"APPL2"	chr12	-	105189771	105190151	105189771	105189824	105189990	105190151	2297	0,0,3	7,0,11	3,7,12	12,9,18	138	69	1	1.0	0.0,NA,0.12	0.111,0.28,0.25	-0.154
2298	"APPL2"	"APPL2"	chr12	-	105195260	105195526	105195260	105195349	105195444	105195526	2298	0,0,2	14,0,21	5,1,3	5,11,26	138	69	1	1.0	0.0,NA,0.045	0.333,0.043,0.055	-0.121
2299	"APPL2"	"APPL2"	chr12	-	105207970	105208196	105207970	105208029	105208157	105208196	2299	0,0,1	2,0,18	0,2,3	9,13,56	138	69	1	1.0	0.0,NA,0.027	0.0,0.071,0.026	-0.019
2300	"APPL2"	"APPL2"	chr12	-	105207970	105208196	105207970	105208047	105208157	105208196	2300	0,0,1	0,0,2	0,2,2	0,0,3	138	69	1	1.0	NA,NA,0.2	NA,1.0,0.25	-0.425
2301	"CORO1B"	"CORO1B"	chr11	-	67441371	67441862	67441371	67441514	67441732	67441862	2301	2,0,18	16,0,260	0,17,8	14,154,109	138	69	1	1.0	0.059,NA,0.033	0.0,0.052,0.035	0.017
2302	"TBC1D13"	"TBC1D13"	chr9	+	128791261	128791693	128791261	128791441	128791593	128791693	2302	0,0,25	51,0,215	0,6,14	21,78,147	138	69	1	1.0	0.0,NA,0.055	0.0,0.037,0.045	0.0
2303	"TBC1D13"	"TBC1D13"	chr9	+	128805862	128806311	128805862	128806019	128806253	128806311	2303	4,0,2	15,0,132	0,8,9	32,85,152	138	69	1	1.0	0.118,NA,0.008	0.0,0.045,0.029	0.038
2304	"EIF4A2"	"EIF4A2"	chr3	+	186784428	186784696	186784428	186784477	186784563	186784696	2304	6,0,78	56,0,765	0,36,21	72,556,184	138	69	1	1.0	0.051,NA,0.049	0.0,0.031,0.054	0.022
2305	"EIF4A2"	"EIF4A2"	chr3	+	186787478	186787882	186787478	186787584	186787802	186787882	2305	5,0,8	45,8,158	0,2,12	28,159,139	138	69	0.46056642638	1.0	0.053,0.0,0.025	0.0,0.006,0.041	0.01
2307	"GRK2"	"GRK2"	chr11	+	67279390	67279700	67279390	67279519	67279625	67279700	2307	0,4,5	31,0,104	0,7,6	40,76,90	138	69	0.35295762622	1.0	0.0,1.0,0.023	0.0,0.044,0.032	0.316
2308	"SELENOF"	"SELENOF"	chr1	-	86903280	86903582	86903280	86903448	86903538	86903582	2308	0,0,24	0,0,0	0,17,6	0,0,2	138	69	1	1.0	NA,NA,1.0	NA,1.0,0.6	0.2
2309	"FCHSD2"	"FCHSD2"	chr11	-	72843133	72843532	72843133	72843328	72843448	72843532	2309	4,0,1	2,0,8	0,3,9	2,4,16	138	69	1	1.0	0.5,NA,0.059	0.0,0.273,0.22	0.115
2310	"MYO15B"	"MYO15B"	chr17	+	75591615	75592080	75591615	75591712	75591976	75592080	2310	0,0,0	5,0,0	0,0,2	0,2,7	138	69	1	1.0	0.0,NA,NA	NA,0.0,0.125	-0.062
2313	"MYO15B"	"MYO15B"	chr17	+	75592463	75592840	75592463	75592541	75592678	75592840	2313	0,11,0	3,0,0	0,0,7	0,1,1	138	69	1	1.0	0.0,1.0,NA	NA,0.0,0.778	0.111
2314	"MYO15B"	"MYO15B"	chr17	+	75594474	75594718	75594474	75594588	75594700	75594718	2314	0,0,1	0,0,0	0,0,1	0,0,10	138	69	1	1.0	NA,NA,1.0	NA,NA,0.048	0.952
2315	"MYO15B"	"MYO15B"	chr17	+	75602829	75603280	75602829	75602945	75603031	75603280	2315	0,0,1	0,0,1	0,0,1	0,3,2	138	69	1	1.0	NA,NA,0.333	NA,0.0,0.2	0.233
2316	"MYO15B"	"MYO15B"	chr17	+	75603031	75603280	75603031	75603077	75603187	75603280	2316	0,0,0	0,0,1	0,0,2	0,1,4	138	69	1	1.0	NA,NA,0.0	NA,0.0,0.2	-0.1
2317	"FAR1"	"FAR1"	chr11	+	13711763	13712055	13711763	13711808	13711927	13712055	2317	2,0,20	23,0,97	0,13,19	25,60,108	138	69	1	1.0	0.042,NA,0.093	0.0,0.098,0.081	0.008
2318	"FAR1"	"FAR1"	chr11	+	13711763	13712055	13711763	13711808	13711931	13712055	2318	2,0,12	0,0,0	0,9,17	0,0,3	138	69	1	1.0	1.0,NA,1.0	NA,1.0,0.739	0.131
2320	"TBRG1"	"TBRG1"	chr11	+	124626692	124627050	124626692	124626751	124626903	124627050	2320	0,0,12	0,0,3	0,6,14	0,2,1	138	69	1	1.0	NA,NA,0.667	NA,0.6,0.875	-0.071
2321	"CXCL5"	"CXCL5"	chr4	-	73998011	73998288	73998011	73998095	73998205	73998288	2321	61,0,923	1127,2,4392	125,473,528	3026,2610,3437	138	69	0.428835472299	1.0	0.026,0.0,0.095	0.02,0.083,0.071	-0.018
2322	"CXCL5"	"CXCL5"	chr4	-	73998011	73998288	73998011	73998095	73998207	73998288	2322	64,0,556	12,0,34	133,336,335	5,16,12	138	69	1	1.0	0.727,NA,0.891	0.93,0.913,0.933	-0.116
2323	"CXCL5"	"CXCL5"	chr4	-	73998011	73998288	73998011	73998095	73998216	73998288	2323	93,0,556	0,0,4	202,336,335	0,0,1	138	69	1	1.0	1.0,NA,0.986	1.0,1.0,0.994	-0.005
2324	"CXCL5"	"CXCL5"	chr4	-	73998207	73998677	73998207	73998288	73998472	73998677	2324	362,3,931	0,0,1	883,379,345	0,0,2	138	69	1	1.0	1.0,1.0,0.998	1.0,1.0,0.989	0.003
2325	"CXCL5"	"CXCL5"	chr4	-	73998207	73998677	73998207	73998338	73998472	73998677	2325	625,4,4084	521,0,1828	1556,2012,2159	1043,1105,1156	138	69	0.565431281228	1.0	0.375,1.0,0.528	0.427,0.477,0.483	0.172
2326	"CXCL5"	"CXCL5"	chr4	-	73998207	73998677	73998207	73998360	73998472	73998677	2326	103,3,714	0,0,1	97,272,225	0,3,0	138	69	1	1.0	1.0,1.0,0.997	1.0,0.978,1.0	0.006
2328	"TREML3P"	"TREML3P"	chr6	-	41215363	41215819	41215363	41215514	41215761	41215819	2328	0,0,2	0,0,0	0,0,0	0,0,1	138	69	1	1.0	NA,NA,1.0	NA,NA,0.0	1.0
2329	"TREML3P"	"TREML3P"	chr6	-	41217126	41217550	41217126	41217177	41217439	41217550	2329	0,0,5	0,0,1	0,0,1	0,0,0	138	69	1	1.0	NA,NA,0.714	NA,NA,1.0	-0.286
2330	"SNHG4"	"SNHG4"	chr5	+	139278326	139278740	139278326	139278408	139278564	139278740	2330	0,0,2	0,0,13	0,0,0	4,19,8	138	69	1	1.0	NA,NA,0.071	0.0,0.0,0.0	0.071
2331	"RPS10-NUDT3"	"RPS10-NUDT3"	chr6	-	34295237	34295685	34295237	34295349	34295640	34295685	2331	0,6,14	0,0,0	0,8,6	0,0,1	138	69	1	1.0	NA,1.0,1.0	NA,1.0,0.75	0.125
2332	"RPS10-NUDT3"	"RPS10-NUDT3"	chr6	-	34295237	34295685	34295237	34295353	34295640	34295685	2332	0,6,14	0,0,1	0,8,6	0,1,0	138	69	1	1.0	NA,1.0,0.875	NA,0.8,1.0	0.037
2333	"RPS10-NUDT3"	"RPS10-NUDT3"	chr6	-	34295237	34295685	34295237	34295355	34295640	34295685	2333	0,6,14	0,0,14	0,8,6	2,2,9	138	69	1	1.0	NA,1.0,0.333	0.0,0.667,0.25	0.361
2334	"ANKRD10"	"ANKRD10"	chr13	-	110894108	110894393	110894108	110894202	110894284	110894393	2334	2,0,1	0,0,5	0,12,15	0,8,4	138	69	1	1.0	1.0,NA,0.091	NA,0.429,0.652	0.005
2335	"WEE1"	"WEE1"	chr11	+	9575889	9576293	9575889	9576093	9576229	9576293	2335	0,0,3	31,0,50	0,6,8	14,35,79	138	69	1	1.0	0.0,NA,0.029	0.0,0.079,0.048	-0.028
2336	"WEE1"	"WEE1"	chr11	+	9586497	9586856	9586497	9586619	9586710	9586856	2336	0,0,9	14,0,68	0,5,10	39,48,83	138	69	1	1.0	0.0,NA,0.062	0.0,0.05,0.057	-0.005
2337	"PPAN-P2RY11"	"PPAN-P2RY11"	chr19	+	10107806	10108134	10107806	10107854	10107963	10108134	2337	5,0,2	5,7,1	0,0,1	0,2,6	138	69	1	1.0	0.333,0.0,0.5	NA,0.0,0.077	0.239
2338	"PPAN-P2RY11"	"PPAN-P2RY11"	chr19	+	10110323	10110791	10110323	10110402	10110484	10110791	2338	0,0,0	0,0,2	0,1,0	0,1,5	138	69	1	1.0	NA,NA,0.0	NA,0.333,0.0	-0.167
2339	"PPAN-P2RY11"	"PPAN-P2RY11"	chr19	+	10110484	10110791	10110484	10110614	10110696	10110791	2339	0,0,0	0,0,2	0,3,0	0,2,4	138	69	1	1.0	NA,NA,0.0	NA,0.429,0.0	-0.214
2340	"RBM33"	"RBM33"	chr7	+	155672866	155673288	155672866	155672915	155673208	155673288	2340	0,0,1	0,0,1	0,1,1	0,2,0	138	69	1	1.0	NA,NA,0.333	NA,0.2,1.0	-0.267
